part_type,height_mean,height_max,height_min,length_mean,length_max,length_min,width_mean,width_max,width_min
Leakdown Tester Adapters & Components,7.57,9.150743416693778,5.989256583306222,15.326666666666668,17.299721747730047,13.353611585603288,10.18,12.577803204918276,7.782196795081723
Water Pump - Electric - Replacement Motors,3.0,,,7.5,,,5.5,,
Nitrous Oxide Controllers,3.3333333333333335,4.02686451716741,2.639802149499257,11.116666666666667,12.569620703807134,9.6637126295262,6.466666666666666,7.301788801014648,5.631544532318684
Cup Holders,5.175625,6.171591419341012,4.179658580658988,11.14875,13.068461594177979,9.22903840582202,5.071875,6.737953684784732,3.4057963152152686
Noise Filter Capacitors,3.112,4.409552872997032,1.8144471270029685,4.132,5.179649099267833,3.0843509007321663,2.746,3.6046640087579456,1.8873359912420544
Throttle Stops,4.022222222222222,4.255580902711484,3.7888635417329595,13.694444444444445,14.404151091329679,12.98473779755921,11.416666666666666,12.287904433779316,10.545428899554016
Auxiliary Light Replacement Components,3.7589565217391305,4.361483621034947,3.1564294224433147,6.828246376811594,7.672314764603859,5.984177989019329,4.360753623188406,4.879948174553673,3.8415590718231387
Throttle Stop Replacement Components,4.0,,,5.0,,,5.0,,
Electrical Stretch Cords,1.0,1.0,1.0,8.0,8.0,8.0,4.0,4.0,4.0
Water Pump - Electric - Rebuild Components,1.625,3.886673737058274,-0.636673737058274,4.125,9.676380990961219,-1.4263809909612188,3.125,7.031527364009746,-0.7815273640097464
Throttle Stop Solenoids,1.15,2.3460585693656264,-0.04605856936562658,9.4,12.031765803122356,6.7682341968776445,7.2,9.031631481242423,5.368368518757578
Shifter Solenoids - Electric,3.9166666666666665,4.053737802245956,3.7795955310873772,10.916666666666666,12.873474150144121,8.959859183189211,7.916666666666667,9.307786758364928,6.525546574968406
Shift Timers,3.5,3.5,3.5,11.5,11.5,11.5,5.5,5.5,5.5
Vehicle Speed Sensors,2.0458620689655174,2.3944896927198793,1.6972344452111556,5.007241379310345,5.833006989708953,4.181475768911738,2.7696551724137937,3.525698174077239,2.0136121707503483
Electrical Switch Kits,2.0,3.007263021899335,0.9927369781006652,8.15,11.021435821388973,5.278564178611027,6.6,9.017431252558403,4.1825687474415965
Lap Timers,1.0,1.8224268134757362,0.1775731865242639,7.0,7.0,7.0,5.0,6.644853626951472,3.3551463730485276
Water Manifolds,3.5,3.5,3.5,11.5,11.5,11.5,9.0,9.0,9.0
Water Pumps - Electrical,5.551538461538461,5.812894206792101,5.2901827162848205,9.670641025641023,10.265810617902762,9.075471433379285,6.50025641025641,6.858486626646493,6.142026193866328
AN to NPT Fittings,1.732287234042553,1.813840240864772,1.650734227220334,4.598882978723404,4.777881929168013,4.419884028278796,3.8870212765957435,4.045979221047985,3.7280633321435017
Air Deflectors,2.5432432432432446,2.620716349617523,2.465770136868966,44.80793918918919,45.18448437794176,44.431394000436626,14.115675675675675,14.439025633848367,13.792325717502983
Bug Guards,6.066154970760259,6.161147059209479,5.971162882311039,71.125716374269,71.59982927695235,70.65160347158566,10.323011695906454,10.514575447487774,10.131447944325133
Taillight Covers,5.911639344262295,6.259089161620304,5.564189526904286,25.513442622950823,27.285658683413054,23.741226562488592,9.940819672131148,10.862530360879868,9.019108983382429
Headlight Covers,5.894011627906978,6.0761191191271395,5.711904136686816,19.952906976744185,20.30459526461483,19.60121868887354,11.487732558139538,11.687827436407026,11.287637679872049
Side Window Visors & Bug Guard Combos,3.25,3.25,3.25,70.0,70.0,70.0,12.0,12.0,12.0
Tailgate Trim,4.063116883116884,4.628151353705971,3.498082412527796,21.64285714285715,25.16413817484394,18.121576110870357,7.411038961038963,7.961022625687835,6.861055296390091
Mirror Trim Covers,6.462,6.892174642621871,6.031825357378128,14.709619047619045,15.06969445144466,14.34954364379343,9.06847619047619,9.60750992662941,8.52944245432297
Sunroof Visors,3.3,3.7102985815629923,2.8897014184370073,48.088,52.29648928756437,43.87951071243563,10.812000000000001,11.492707128008954,10.131292871991048
Hood Scoops,10.096511627906976,13.052067398875518,7.140955856938433,27.7153488372093,30.957881291344314,24.47281638307429,17.52627906976744,19.823717264860278,15.228840874674603
Rear Side Window Shades,,,,,,,,,
Rear Window Shades,4.152777777777778,4.250085565899473,4.055469989656082,50.23222222222222,53.69155451527523,46.77288992916921,14.613888888888889,15.798237036200721,13.429540741577057
Tape,2.3314285714285714,3.043602602714522,1.6192545401426206,7.475714285714285,8.171938730951657,6.779489840476913,5.091428571428572,6.009039216011838,4.173817926845305
Bumper Protectors,5.99793388429752,6.3756227031369725,5.620245065458068,44.30165289256198,45.47964292028672,43.12366286483724,4.3884297520661155,4.823262408056073,3.953597096076158
Automatic Transmission Shift Kits,11.830136986301369,12.90918665052126,10.751087322081478,9.425342465753424,11.642352900945854,7.208332030560994,14.39520547945205,15.150279021342905,13.640131937561195
Flexplates,1.9080882352941178,2.439328521946693,1.3768479486415424,14.393382352941176,14.589910187853857,14.196854518028495,12.659558823529412,13.305030949529158,12.014086697529667
Automatic Transmission Filter Extensions,10.333333333333334,11.311344203185445,9.355322463481222,1.4166666666666667,1.6611693841296946,1.1721639492036389,6.208333333333333,6.330584692064847,6.086081974601819
Automatic Transmission Brackets & Levers,7.795774647887324,8.457671028207955,7.1338782675666925,1.8274647887323943,2.350716928012625,1.3042126494521633,7.757042253521127,8.159387355525206,7.354697151517048
Automatic Transmission Modulators,8.0,,,2.0,,,5.5,,
Automatic Transmission Governor Recalibration Kits,8.0,,,1.0,,,5.5,,
Automatic Transmission Controllers,4.374074074074074,5.178648263525847,3.5694998846223016,9.83888888888889,10.988530556059418,8.689247221718363,8.618518518518517,9.950044875051939,7.286992161985095
Automatic Transmission Rebuild Kits,8.392708333333337,9.341189815144805,7.444226851521869,19.138541666666665,19.975245197210626,18.301838136122704,13.779791666666673,14.562596957270815,12.996986376062532
Transmission Fluid Dipsticks,6.7678082191780815,8.412379018605247,5.123237419750917,20.24438356164384,23.010499026566084,17.478268096721596,6.865890410958904,7.463567316001896,6.268213505915911
Automatic Transmission Kickdown Cables,4.4880645161290325,6.693408388475586,2.2827206437824787,8.319032258064516,9.433615920008208,7.204448596120823,8.077096774193548,8.628906697555669,7.525286850831426
Shifters - Manual Transmission,7.335208333333333,7.83485560829839,6.835561058368277,15.309875,16.082005850941027,14.537744149058971,7.041124999999999,7.197436796957329,6.884813203042669
Fuel Pressure Gauges,3.90375,5.449502821214455,2.3579971787855447,5.609999999999999,7.12710760299135,4.092892397008649,4.3549999999999995,5.033290250828452,3.6767097491715472
Line Locks - Brakes,4.9,5.985597459956362,3.8144025400436385,11.6,14.18452965451312,9.015470345486879,9.75,10.9075353933207,8.5924646066793
Automatic Transmission Kickdown Replacement Parts,8.0,,,1.0,,,5.5,,
Fan Switches - Thermal,3.8468852459016394,4.4151184286346306,3.278652063168648,7.134918032786886,8.444367674011579,5.825468391562194,5.660655737704918,6.859394235402423,4.461917240007413
Automatic Transmission Down Shift Kits,12.0,12.0,12.0,1.0,1.0,1.0,9.0,9.0,9.0
Torque Converter Lock up Kits,4.1414285714285715,5.4012317583636165,2.8816253844935265,9.010714285714288,10.176314653244724,7.845113918183853,7.192142857142857,8.173257183756974,6.211028530528741
Fluid Coolers - Transmission,7.83063829787234,8.573975919009092,7.087300676735588,20.12606382978723,22.28748214109653,17.964645518477933,12.593297872340425,13.50018516818603,11.68641057649482
Fluid Coolers with Fan - Transmission,11.683333333333332,13.687273957634849,9.679392709031815,12.216666666666667,18.369740934122206,6.063592399211128,14.366666666666667,15.058896258142092,13.674437075191243
Automatic Transmission Shift Kits - Electronic,5.833333333333333,7.204044689126227,4.462621977540439,3.8333333333333335,5.341115824705517,2.325550841961151,6.833333333333333,7.107475604491912,6.5591910621747544
Shifter Replacement Parts - Automatic Transmission,6.309420289855073,6.9669415310988345,5.651899048611311,3.104927536231884,3.8009152596863394,2.408939812777429,7.412753623188406,8.010277168822878,6.815230077553934
Automatic Transmissions,24.079508196721317,24.327788988914943,23.83122740452769,38.98770491803279,40.23553383879884,37.73987599726674,29.79688524590167,30.9282295188147,28.66554097298864
Throttle Position Sensors,2.790625,3.15705918882432,2.42419081117568,4.7421875,5.4966151666090255,3.987759833390975,3.8109375,5.101950584834565,2.519924415165435
Electrical Wire,9.00952380952381,9.213157145648776,8.805890473398843,7.035714285714286,7.104646791315948,6.9667817801126235,1.6666666666666667,1.8064228020514985,1.526910531281835
Drain Plug Kits,3.05,7.079891386031107,-0.9798913860311069,3.49,7.585685531109165,-0.6056855311091649,4.16,4.719250233163501,3.600749766836499
Transmission Fluid,11.214285714285714,14.48866586952821,7.939905559043217,17.160714285714285,21.823756273756867,12.497672297671702,11.696428571428571,14.950977461218464,8.441879681638678
Automatic Transmission Filters - Remote Mount,4.94,5.945795826041114,3.9342041739588867,9.166666666666666,11.014586899248421,7.31874643408491,8.722222222222221,9.213792092489497,8.230652351954946
Cooler Mounting Kits,7.266,8.497501762814952,6.034498237185048,6.425,8.96954390384251,3.880456096157489,4.965999999999999,7.10603569300965,2.825964306990349
Cable Ends,8.0,8.0,8.0,1.0,1.0,1.0,5.5,5.5,5.5
Shifter Cables - Automatic Transmission,12.485294117647058,14.290628922844986,10.67995931244913,11.198529411764707,17.109018125113668,5.288040698415746,12.223529411764707,13.585389360549877,10.861669462979537
Neutral Safety & Backup Light Switches,4.461538461538462,5.670833406676811,3.252243516400112,3.076923076923077,3.8215816158475135,2.3322645379986406,3.7192307692307693,4.5598419251791285,2.8786196132824102
Shifter Sticks - Automatic Transmission,8.0,8.0,8.0,1.7,1.8729259235017968,1.5270740764982031,6.15,6.236462961750899,6.063537038249102
Shifter Boots,5.16421052631579,5.863617600712184,4.464803451919396,6.336184210526315,7.066802999842352,5.605565421210278,5.350789473684211,5.948043286474967,4.753535660893455
Shifter Indicator Windows - Automatic Transmission,8.0,8.0,8.0,1.0,1.0,1.0,6.5,6.5,6.5
Shifters - Automatic Transmission,10.632028985507247,11.103727374718863,10.160330596295632,8.428840579710146,8.905689704345294,7.951991455074997,10.91094202898551,11.510882006099784,10.311002051871235
Automatic Transmission Gate Plates,8.0,8.0,8.0,1.0,1.0,1.0,5.5,5.5,5.5
Shifter Solenoids - Air,5.5,5.5,5.5,7.0,7.0,7.0,5.5,5.5,5.5
Shifter Conversion Kits - Automatic Transmission,16.0,,,1.5,,,16.0,,
Speedometer Cables,2.9537037037037037,3.933088542319916,1.9743188650874917,10.703703703703704,11.91627869530571,9.491128712101698,7.468518518518518,8.735899867432467,6.20113716960457
Dipstick Handles,2.3500000000000005,2.6052383952976896,2.0947616047023114,7.3344999999999985,10.064298393593832,4.604701606406165,3.4180000000000006,3.8591582061198677,2.9768417938801335
Bellhousing Adapters,1.0,1.0,1.0,18.0,19.644853626951473,16.355146373048527,13.666666666666666,18.875369818679662,8.45796351465367
Toolbox Mounting Kits,2.6522222222222225,3.423199671163636,1.8812447732808089,13.75,18.65256909949855,8.84743090050145,12.75,17.36229604780912,8.13770395219088
Bed Rails,3.5883875162548766,3.6592739996244266,3.5175010328853267,83.26806241872563,83.87982759624141,82.65629724120986,7.559609882964889,7.784524681858009,7.334695084071768
Bed & Ladder Rack Adapters,13.246363636363638,24.31649233969319,2.1762349330340864,51.86272727272728,70.3384568635958,33.38699768185876,14.123636363636365,25.025611385042723,3.221661342230007
Truck Bed Tie-Down Clamps,2.6666666666666665,3.214951208983824,2.118382124349509,7.833333333333333,9.752329231443385,5.914337435223281,5.166666666666667,6.53737802245956,3.7959553108737736
Canoe Racks - Bed Rack Mounted,9.0,,,24.0,,,12.0,,
Truck Bed Toolboxes,17.922064737616477,18.283859619858298,17.560269855374656,59.77226581657705,60.33097530470664,59.21355632844745,21.686910250122605,22.031417241867242,21.342403258377967
Tonneau Covers - Retractable,13.083333333333334,13.220404468912623,12.946262197754045,75.375,75.58060670336893,75.16939329663107,16.958333333333332,17.301011172281555,16.61565549438511
Turbocharger Components,7.607000000000002,8.583059090672476,6.630940909327529,9.94457142857143,10.785103863357243,9.104038993785618,9.124285714285717,9.990259443274647,8.258311985296787
Turbocharger Oil Supply Lines,2.500487804878049,2.8912181103730266,2.109757499383071,16.575853658536587,18.577688994943276,14.574018322129898,5.6017073170731715,6.039772603885976,5.163642030260367
Intake Manifold Plenum Spacers,2.4361111111111113,3.212103115978964,1.6601191062432585,15.860000000000001,18.60656104701054,13.113438952989464,7.344444444444445,8.605186129029613,6.0837027598592766
Water Necks,3.337016574585634,3.5043679796257825,3.1696651695454854,6.404806629834256,6.721892976360684,6.087720283307827,4.809060773480662,4.9542372011848945,4.66388434577643
Fuel Filter Mounting Brackets,2.5324999999999998,3.383944428906702,1.6810555710932973,8.1875,11.93604829990668,4.43895170009332,4.725,5.793024552881165,3.6569754471188345
Pyrometer Thermocouples,3.5,5.967280440427208,1.0327195595727923,9.5,13.61213406737868,5.387865932621319,7.5,11.61213406737868,3.3878659326213194
Fuel System Additives,4.6175,6.035395390605672,3.199604609394328,9.7725,10.703343410805594,8.841656589194407,5.1175,6.665099894382064,3.5699001056179354
Turbocharger Gaskets,3.908333333333333,4.735248402146448,3.081418264520219,8.266666666666667,10.762174590807353,5.771158742525982,6.75,8.537651460211329,4.96234853978867
Turbine Outlet Elbow Assemblies,11.4,11.802905208759734,10.997094791240267,39.5,39.760074193937776,39.239925806062224,14.5,14.760074193937779,14.239925806062221
Sway Bar Relocation Brackets,5.0,5.621696234288029,4.378303765711971,7.25,8.101292628588926,6.398707371411074,4.625,5.298005915413194,3.951994084586806
Diesel Engine Exhaust Brakes,9.787079646017695,10.42299477335367,9.15116451868172,20.310884955752204,21.63237140593808,18.989398505566328,13.015486725663715,13.501411013863708,12.529562437463722
Diesel Engine Exhaust Brake Replacement Components,6.154,8.177314382167793,4.130685617832207,10.7,13.673957220848662,7.726042779151337,7.796000000000001,9.684801971426724,5.907198028573277
Navigation System Accessories,6.5,,,6.0,,,6.0,,
Rear View & Side View Camera Kits,3.15,4.056536719709401,2.2434632802905985,10.2,14.027599483217472,6.372400516782527,6.45,7.759441928469135,5.140558071530865
Rear View & Side View Camera Components,9.75,12.112241176102007,7.387758823897994,6.75,8.523469555810282,4.976530444189718,5.75,6.161213406737868,5.338786593262132
Storage Cases,6.195714285714287,7.702199663529579,4.689228907898994,18.925,23.552840940571713,14.29715905942829,9.601428571428572,11.42836771559122,7.774489427265925
Water/Methanol Injection System Solenoids,3.25,5.30606703368934,1.1939329663106597,4.25,4.661213406737868,3.838786593262132,4.25,4.661213406737868,3.838786593262132
Blow-Off Valves,5.786363636363638,6.445043028747787,5.1276842439794885,10.213636363636361,11.044866615514408,9.382406111758314,7.404545454545455,7.935885792175465,6.873205116915446
Trailer Light Replacement Parts,1.7459016393442623,1.9728895919878238,1.518913686700701,8.097868852459015,8.80527326712985,7.39046443778818,3.8831967213114753,4.187394826386764,3.578998616236187
Interior Lights,2.458660126502733,2.6948488552665744,2.2224713977388912,7.913292457295079,8.375685649362214,7.450899265227944,4.525132309278691,4.80178152921721,4.248483089340172
Trailer Lights,3.2725438596491228,3.5554013949384307,2.989686324359815,9.170175438596493,9.721753826243058,8.618597050949928,6.118333333333333,6.592014771594295,5.644651895072371
Marker Light Bezels,3.1875,4.065852221823281,2.3091477781767185,10.25,13.354593138434552,7.145406861565447,4.125,6.776715427080501,1.473284572919499
Battery Terminals,2.0850000000000004,4.031744086807406,0.13825591319259467,5.101666666666667,6.751061587938363,3.4522717453949703,3.0766666666666667,4.391992027494575,1.7613413058387588
Trailer Wiring Harnesses,6.903579175705013,7.133879713688299,6.673278637721727,7.4773600867679075,8.541957724050096,6.41276244948572,4.385900216919749,4.545657397814951,4.226143036024547
Vehicle Towing Harness Adapter Mounting Brackets,4.903599999999999,5.397044652620381,4.410155347379617,6.266399999999999,6.767095638225358,5.76570436177464,3.4424,3.7320263817642942,3.152773618235706
Trailer Breakaway Switches,4.8480952380952385,5.235037623523848,4.461152852666629,9.076666666666668,10.707043356395442,7.446289976937894,6.065476190476191,6.447488618619517,5.683463762332864
Breakaway Battery Chargers,1.75,2.161213406737868,1.338786593262132,6.0,6.4748283421489825,5.5251716578510175,3.6666666666666665,4.214951208983824,3.118382124349509
Reflectors,1.0,1.4060407051441262,0.5939592948558738,6.9375,8.321596111081071,5.553403888918928,2.171875,2.743297360600826,1.6004526393991738
Electrical Junction Blocks,5.234375,6.650588785294584,3.8181612147054165,5.390625,6.531058958863797,4.250191041136203,2.3875,2.9126746511122206,1.8623253488877798
Battery Charger Cables,7.944444444444445,10.210037696500777,5.6788511923881115,16.0,21.81866566908691,10.181334330913087,7.139999999999999,9.267893297650925,5.012106702349073
Cigarette Lighter Adapters,3.4,3.802905208759734,2.997094791240266,8.1,10.559042419297244,5.640957580702755,4.052,6.775841848309387,1.3281581516906118
Battery Charger Storage Bags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Throttle Bodies,5.08933774834437,5.31227464788356,4.86640084880518,10.049403973509934,10.30721782394663,9.791590123073238,7.274172185430463,7.520281907532472,7.028062463328454
EGR Plates,3.1333333333333333,3.148929025804365,3.1177376408623014,8.174999999999999,8.307573693397146,8.042426306602852,5.422499999999999,5.877813880668557,4.9671861193314415
Clutch Cable Quadrant Adjuster Kits,3.09,3.238036826425632,2.9419631735743677,13.085,13.224812558290877,12.945187441709125,12.075,12.19836402202136,11.951635977978638
Clutch Cable Firewall Adjusters,1.3333333333333333,1.8816178756504907,0.7850487910161758,5.333333333333333,7.526471502601963,3.140195164064703,5.666666666666667,6.214951208983824,5.11838212434951
Intake Manifold Gaskets Upper to Lower,0.358695652173913,0.6459761678071231,0.07141513654070297,12.936521739130432,14.945836081750087,10.927207396510777,6.685652173913042,7.361273785439955,6.01003056238613
Throttle Body Gaskets,1.4538356164383561,1.9899296661040498,0.9177415667726625,6.763082191780821,7.31649248615318,6.209671897408462,4.840958904109589,5.333702643247656,4.3482151649715215
Pulley Kits,4.537954545454546,4.834274697941122,4.241634392967969,7.219090909090909,7.821911814210507,6.6162700039713105,6.862045454545455,7.331913156759527,6.392177752331382
Air Inlet Adapters,4.773333333333333,6.045353471509139,3.501313195157528,40.29,67.77550410635911,12.804495893640897,6.863333333333333,7.088129995683368,6.6385366709832985
Timing Controllers - Mechanical,2.61,,,12.29,,,7.62,,
Sway Bar Mounting Bushings,5.073891771682751,5.1937392772815585,4.954044266083944,4.181682727946629,4.284642232535272,4.0787232233579855,4.3918977020014855,4.477086834686401,4.30670856931657
Subframe Connectors - Bolt-On,4.5925,5.168722338906604,4.016277661093397,48.865,50.287798387313025,47.44220161268698,10.1875,15.599749058463377,4.7752509415366236
Shock Bump Stops,3.0,4.448941491752545,1.5510585082474553,10.708636363636364,12.52271898012204,8.894553747150688,12.534999999999998,14.822290399592328,10.247709600407669
Coil Spring Isolators & Spacers,4.089172932330828,4.356457041184366,3.82188882347729,7.477883895131099,7.870676455635615,7.085091334626584,6.283146067415732,6.498909925686832,6.067382209144632
Bump Steer Kits & Components,7.578947368421052,9.036729880922646,6.121164855919458,4.105263157894737,5.4057541932290265,2.804772122560448,6.157894736842105,6.695442598403381,5.62034687528083
Clutch Cables,2.484375,3.63004828713861,1.3387017128613898,17.67125,22.959437756373198,12.383062243626803,6.503125000000001,8.883476807222914,4.122773192777087
Mass Airflow Sensors,5.791944444444444,6.833373540693506,4.750515348195382,8.465277777777779,9.818551720476599,7.1120038350789585,7.773611111111112,8.820566387890402,6.726655834331822
Oil Catch Cans,4.230769230769231,5.601318362600873,2.8602200989375888,9.0,9.0,9.0,4.153846153846154,4.32516479532511,3.982527512367199
Automatic Transmission Gaskets,1.8333333333333333,3.6310044233682426,0.03566224329842416,14.666666666666666,25.30094890299773,4.032384430335599,10.083333333333334,16.595294323979992,3.5713723426866757
Automatic Transmission Valve Bodies,10.18818181818182,10.761867678329013,9.614495958034626,14.993181818181817,15.017703114832262,14.968660521531373,12.264545454545459,12.306637650666213,12.222453258424705
Transmission Solenoids,4.208214285714286,4.695767152454568,3.720661418974004,10.11357142857143,11.383926946655109,8.84321591048775,5.972142857142857,6.474452608981068,5.469833105304646
Fans - Electric,7.658223039215711,7.921811340395275,7.394634738036148,26.76338235294116,27.186248227205308,26.340516478677014,18.707009803921494,19.041591812271044,18.372427795571944
Front Axle Engagement Systems - Manual,2.627272727272727,2.7468984455964707,2.5076470089489833,13.80909090909091,14.829202685309658,12.788979132872162,5.5272727272727264,7.094612893540801,3.959932561004652
Steering Box Support Kits,3.8261111111111115,4.489322321620945,3.1628999006012783,29.046111111111106,33.23957630126388,24.852645920958334,7.010555555555556,7.967825963861035,6.053285147250078
Track Bars,7.333152173913044,9.195898791467727,5.4704055563583625,30.44608695652174,32.73538104828967,28.156792864753815,5.259456521739131,5.7557899426128865,4.763123100865376
Coolant Filters,7.7894736842105265,8.031718525243543,7.5472288431775105,13.723684210526315,14.099375183637989,13.347993237414641,9.821052631578947,10.094025812129983,9.548079451027911
Crankcase Breathers,4.432,5.734103181562826,3.129896818437174,14.774000000000001,17.423814665087725,12.124185334912276,8.26,9.869184774944978,6.650815225055021
Diesel Fuel Pump Driver Coolers,2.9,3.886912176170883,1.9130878238291167,8.555,8.95798913860311,8.152010861396889,6.29,6.799904624354956,5.780095375645044
Diesel Governor Controllers,2.1133333333333333,2.6023527396436554,1.624313927023011,11.117777777777778,11.741918382858305,10.493637172697252,7.748888888888889,8.401211816830598,7.0965659609471805
Diesel Engine Air Shutdown Valves,6.547500000000005,7.128087270191551,5.966912729808459,16.294999999999995,17.314589427905116,15.275410572094872,9.055681818181826,9.390909213392288,8.720454422971365
Exhaust Pipes - Turbo Downpipe Adapters,8.75,11.628493847165077,5.8715061528349235,23.15,31.62099617880008,14.679003821199917,26.65,48.60879591980215,4.691204080197849
Fuel Pump Rebuild Kits,2.502962962962963,2.95420840524139,2.0517175206845355,7.112962962962963,7.876496575593724,6.349429350332202,5.057037037037037,5.461425839305205,4.6526482347688685
Diesel Governor Springs,3.4775,4.195429618870655,2.759570381129345,6.035,7.551086075268225,4.518913924731775,5.2275,6.005563144931333,4.449436855068667
Timing Cover Dowel Pins,4.949999999999999,9.3088621114214,0.591137888578599,10.5,13.296251165817502,7.703748834182498,7.95,10.170552396384489,5.729447603615512
Fuel Pump Block-Off Plates,1.338888888888889,1.7736317462801707,0.9041460314976073,6.571481481481481,7.175261063749136,5.967701899213826,4.528148148148148,4.881237932601564,4.175058363694732
Diesel Fuel Injector Nozzles,3.0782608695652165,3.502506780985621,2.654014958144812,6.980652173913046,7.979763953292685,5.981540394533407,5.780434782608695,6.60626535227905,4.95460421293834
Fuel Rail Components,3.875,6.1798746827308415,1.5701253172691585,8.85,16.257854778372938,1.4421452216270625,6.6375,8.830306174983725,4.444693825016275
Air Inlet Elbows,7.71875,8.872027672308343,6.565472327691656,16.38125,18.50794135683391,14.254558643166094,11.818750000000001,13.368845922513762,10.268654077486241
Air Intake Heaters,3.0,,,6.5,,,3.0,,
Turbocharger Upgrade Kits,13.564,15.52369842734356,11.604301572656441,22.732,26.327296861750213,19.136703138249786,18.86,21.735170891342793,15.984829108657204
Turbo Flange Adapters,2.3,2.3,2.3,8.8,8.8,8.8,6.6,6.6,6.6
Wastegate Controllers,2.1225,2.2949226619840664,1.9500773380159335,6.29875,8.196180344916733,4.401319655083267,3.5149999999999997,4.696513207042771,2.3334867929572285
Wastegate Replacement Components,2.3,2.3,2.3,8.8,8.8,8.8,6.599999999999999,6.599999999999999,6.599999999999999
Diesel Banjo Bolt Upgrade Kits,3.69,5.6065191867758415,1.7734808132241584,9.42,12.433899731706404,6.406100268293596,6.6,8.060126104768758,5.139873895231242
Diesel Fuel Pump Shut Down Solenoids,3.0,,,12.0,,,6.0,,
Fuel Tank Sump Kits,4.0,,,8.3,,,8.0,,
Diesel Fuel Heaters,2.0,2.0,2.0,8.0,8.0,8.0,6.3,6.3,6.3
Water Separator Valve Sensors,2.7125,3.5753135320223834,1.8496864679776164,6.275,8.819986895472582,3.730013104527419,4.449999999999999,5.97315577400567,2.9268442259943277
Fuel Distribution Blocks,2.3024999999999998,2.537384290102861,2.0676157098971384,6.168928571428572,6.705518506149358,5.632338636707787,4.330357142857143,4.799432709673623,3.861281576040663
Fuel System Pump Kits,7.29375,8.844601560555727,5.742898439444273,17.2025,20.21988227434082,14.185117725659184,10.998750000000001,13.462809981816335,8.534690018183667
Fuel System Pump Components,3.25,4.142022990047449,2.357977009952551,10.113636363636363,12.08958967270394,8.137683054568786,7.863636363636363,9.588800403837137,6.13847232343559
Turbocharger Boost Builders,2.6863636363636365,3.7647821887307513,1.6079450839965217,10.51818181818182,11.114888163467555,9.921475472896084,7.603636363636363,8.694725221421646,6.51254750585108
Top Speed Eliminators,2.2399999999999998,2.3386912176170878,2.141308782382912,8.63,8.847178822363194,8.412821177636808,6.5200000000000005,6.620502216701704,6.419497783298297
Throttle Response Enhancers,2.901515151515151,3.147631974732277,2.6553983282980247,9.427272727272728,9.875797774088689,8.978747680456767,6.649999999999999,7.082618819422187,6.21738118057781
Automatic Transmission Accumulator Bodies,5.5,6.322426813475736,4.677573186524264,23.5,24.322426813475737,22.677573186524263,15.0,16.644853626951473,13.355146373048528
Valve Body Replacement Components,1.9333333333333333,3.6257039671187754,0.2409626995478913,7.3,12.116173364796786,2.4838266352032132,4.033333333333333,6.557229479116273,1.5094371875503936
Valve Covers,5.832201037613498,6.051780895628749,5.612621179598246,20.58339818417638,20.979959974318106,20.186836394034657,10.68503242542153,10.928628597030764,10.441436253812297
Fuel Injector Installation Kits,2.295,3.34653842701698,1.24346157298302,4.945,5.424623635973523,4.465376364026477,2.77,3.6181768709673534,1.9218231290326468
Diesel Cool Down Timer LED Alarm Kits,3.6,,,5.1,,,4.6,,
Diesel Cool Down Timers,2.3,2.3,2.3,8.8,8.8,8.8,6.6,6.6,6.6
EGR Block-Off Plates,3.8333333333333335,5.764042438264678,1.9026242284019892,8.5,11.74832564115301,5.251674358846991,4.625,5.498929271105897,3.7510707288941028
Exhaust Clamps,3.2583913043478265,3.808239232463242,2.708543376232411,7.657226086956521,8.42218864365278,6.892263530260262,6.076904347826088,6.826361775863802,5.327446919788374
Thermostats - Mechanical,2.692340425531913,2.7544462550307776,2.6302345960330484,3.7299647887323903,3.9333846410003543,3.5265449364644263,3.0344718309859147,3.11356391890215,2.9553797430696793
Track Bar Bushings,2.7783333333333333,3.112264855976177,2.4444018106904895,5.926666666666666,6.978099414123155,4.875233919210177,2.426111111111111,2.874330324444905,1.977891897777317
Crankcase Breather Elements,3.5,,,6.5,,,3.5,,
Turbocharger Oil Return Line Kits,3.5,4.322426813475736,2.677573186524264,18.0,27.869121761708833,8.130878238291169,12.0,16.934560880854416,7.0654391191455845
Fuel Pumps - Electric - Pressure Relief Springs,2.3,2.3,2.3,8.8,8.8,8.8,6.6,6.6,6.6
Automatic Transmission Input Shafts,5.5249999999999995,7.293217648972832,3.7567823510271667,12.274999999999999,14.865644462448568,9.68435553755143,5.6000000000000005,7.409338989646621,3.790661010353381
Automatic Transmission Output Shafts,4.8999999999999995,7.696251165817502,2.1037488341824964,8.133333333333333,12.355124309175444,3.9115423574912205,5.466666666666666,7.495319473240149,3.438013860093183
Automatic Transmission Intermediate Shafts,6.5,6.664485362695147,6.335514637304853,10.45,10.861213406737868,10.038786593262131,7.5,8.815882901561178,6.184117098438822
Fuel Pressure Safety Switches,1.6266666666666667,2.0573056952988535,1.1960276380344799,6.166666666666667,6.852022344563114,5.48131098877022,3.1666666666666665,4.747448117657428,1.5858852156759047
EGR Cooler Gasket Kits,3.0,,,17.5,,,3.0,,
Fuel Pump Drivers,2.493333333333333,3.6911562565155256,1.295510410151141,5.193333333333333,6.392360300635751,3.9943063660309153,3.92,4.570566815171452,3.2694331848285483
